review_id,is_about_discovery,primary_topic,discovery_subtheme,segment_signal,jtbd,verbatim_evidence,topic_sentiment,stratum,label_model
2585,False,recommendation_quality,stale_recs,premium_user,listen to new music recommendations,it just continues to recommend the same songs over and over.,negative,relevant,8b
2590,False,ui_ux,none,premium_user,easily play favorite songs,it plays the ones you play regularly rather than going through the back catalog,neutral,relevant,70b
2591,True,discovery,stale_recs,unknown,discover new music,every playlist it makes is the exact same as the ones i’ve already made myself,negative,relevant,70b
2593,False,performance_bugs,none,premium_user,listen to audiobook,Unable to continue play on audiobook half way through,negative,relevant,8b
2613,False,ui_ux,none,power_user,skip songs or play on repeat,Where as before they were one button away.,negative,relevant,8b
2619,False,pricing,none,premium_user,listen to music offline,Why do I have to keep re-downloading the same music?,negative,relevant,8b
2620,True,discovery,none,premium_user,discover new music,dramatically improve ‘discovery’ options,positive,relevant,70b
2625,False,ads,none,free_user,listen to music without ads,The ads are unbelievably irritating.,negative,relevant,8b
2626,False,performance_bugs,none,premium_user,reshuffle for the day,As a subscriber there should be an option to reshuffle for the day rather than the same lineup that seems to be generated random each day,negative,relevant,8b
2628,False,performance_bugs,none,premium_user,reshuffle for the day,sometimes plays the same songs and loops back to already created (and then played in the same order playlists),negative,relevant,8b
2647,False,ads,none,free_user,skip songs,If you don’t have premium it becomes annoying because there’s a point where you can’t skip songs anymore,negative,relevant,8b
2648,True,catalog,niche_genre_gap,unknown,listen to Asian music,I wish you guys mention Asian music,negative,relevant,70b
2657,True,repetition,stale_recs,unknown,find new music,I don’t like how it keeps recommending me the same Christmas songs,negative,relevant,70b
2660,False,ui_ux,none,premium_user,improved UI & Library,It would be great to have a more improved UI & Library for an artists’ discography,positive,relevant,8b
2661,False,performance_bugs,none,premium_user,turn off feature,STOP MAKING ME LISTEN TO OTHER STUFF. I made a playlist of a single favourite song to listen to on repeat,negative,relevant,8b
2671,False,performance_bugs,none,premium_user,fix songs,"The new update mixed up all my songs! Especially kpop songs. English, Korean and Japanese versions of the same songs are all getting mixed up and replaced in my playlist!",negative,relevant,8b
2672,False,performance_bugs,none,premium_user,fix shuffle,"The shuffle play is not random at all. If I’ve got 350 songs in a playlist I want to listen to them all, not the same 50 over and over",negative,relevant,8b
2676,True,discovery,no_control,free_user,search for new music,,negative,relevant,70b
2685,True,repetition,stale_recs,unknown,discover new songs,You constantly recommend the exact same songs in my recommended daily,negative,relevant,70b
2688,False,performance_bugs,none,premium_user,fix shuffle,"I have 1,000 songs that I have liked and even saved into a separate play list. But if I want to listen to them randomly rather than straight down the order of the list it plays the same 50 songs over and over",negative,relevant,8b
2696,False,performance_bugs,none,unknown,,"If I’m playing a queue and accidentally click on a song from my Song  Library, it not on.y plays that song and skips the one that was playing, but it continues to play the Song multiple times after the queue especially every time I add a new song to the queue.",negative,relevant,8b
2697,False,ui_ux,none,power_user,"override phone auto screen lock, multi select option",having a setting to override the phone auto screen lock it’s really annoying having to have my screen lock turned off or having to unlock the phone each time I want to like/unlike or select a new song/playlist also a multi select option would be great so we can add multiple songs to a playlist/queue,negative,relevant,8b
2703,True,discovery,too_mainstream,unknown,find new albums from favorite bands,I get 8 new albums most of which are not tailored to bands I like but rather “popular” releases,negative,relevant,70b
2704,False,recommendation_quality,none,premium_user,turn off suggested songs,"It honestly irritates me when I hear a random song that I don’t wanna listen to. Don’t get me wrong, I get the idea, but we should have an option to turn that feature on and off.",negative,relevant,8b
2720,False,ui_ux,none,premium_user,"preview songs in playlists, infinite new releases, hide remixes",If I want to preview a song in my liked playlist I’d have to scroll through 6 thousand songs literally. Have an infinite list of all new releases from artists you are subscribed to. There is a cap and it’s infuriating on new music Friday when everyone releases music including multiple showings of the same release.,negative,relevant,8b
2721,False,ui_ux,none,power_user,"turn off smart shuffle, restore preferences",It’s somehow getting worse to use. I want to be able to turn off smart shuffle because I never use it. Now is the first type of shuffle that comes up when you turn on shuffle.,negative,relevant,8b
2732,False,ads,none,premium_user,timer to prevent ads,Please actually have a timer set in that prevents any adds for 30 mins and doesn’t Interrupt  the song( even the pop up ones when you turn on the phone),negative,relevant,8b
2739,False,ui_ux,none,premium_user,"hide songs, artists","I don’t understand why you’ll have the option to hide songs or artists you don’t want to listen to, when they’ll play anyway.",negative,relevant,8b
2746,True,discovery,discovery_works,unknown,listen to new music,Important to keep listening to new stuff,positive,relevant,70b
2747,False,ui_ux,none,power_user,"shuffle music, search and follow users",please go back to actually shuffling my music. I am also missing the function where you could search and follow other users.,negative,relevant,8b
2752,False,performance_bugs,none,premium_user,"fix data usage, recommendations",Great app! But recently it’s been using up 41GB of data for 20 min of predownloaded music! Also it’s killing my battery!,negative,relevant,8b
2757,False,recommendation_quality,none,premium_user,skip suggested songs,Incredibly annoying when you don’t have the ability to skip the songs and don’t want to listen to that song.,negative,relevant,8b
2780,True,discovery,discovery_works,unknown,find new music,The smart shuffle button is a button you can click on in your playlists to listen to some stuff you might like,positive,relevant,70b
2794,False,repetition,none,premium_user,add a song to library,"if a suggested song plays, there’s too many taps to add a song to library",negative,relevant,8b
2801,True,recommendation_quality,stale_recs,premium_user,discover new songs,they just keep recommending the same songs,negative,relevant,70b
2802,False,ui_ux,none,premium_user,add songs to a playlist,Can you please make the dots next to songs bigger so that you can’t accidentally play the song,negative,relevant,8b
2815,False,performance_bugs,none,premium_user,quickly switch on/off the endless play,The app is good. But the play queue system is not intuitive.,negative,relevant,8b
2816,False,pricing,none,premium_user,remove ads,I don’t mind ads if it means it keeps the franchise alive however removing every feature that makes the app worth it,negative,relevant,8b
2818,True,repetition,stale_recs,unknown,get different songs on shuffle,,negative,relevant,70b
2828,True,discovery,discovery_works,unknown,find new music,WOW AMAZING MUSIC FROM ALL DIFFERENT ARTISTS,positive,relevant,70b
2844,False,catalog,none,unknown,play music for patients,I can find it,positive,relevant,70b
2846,True,ui_ux,none,premium_user,find new music that fit certain atmospheres,I really like finding new music,negative,relevant,70b
2848,False,repetition,stale_recs,premium_user,listen to different songs,"The “shuffle” setup, I’ll pick a playlist I have made, click shuffle, it will play the songs shuffled but, they “shuffle” in the same order everytime",negative,relevant,8b
2861,True,discovery,discovery_works,unknown,listen to favourite songs and find new songs,you can find new songs that you’ve never heard before,positive,relevant,70b
2926,False,pricing,none,premium_user,get a premium service without price increase,"PLEASE work on shuffle algorithm on Apple and Car Play!!!!!! It is becoming embarrassing! Same songs shuffled over and over again, ignoring new additions to the playlist.",negative,relevant,8b
2935,False,repetition,none,premium_user,get a premium service without repetition,When I turn on shuffle which is all of the time unless I search a specific song I always seem to get the same artists and songs repeatedly.,negative,relevant,8b
2953,False,performance_bugs,none,premium_user,use the app without freezing,"Always crashes. If I leave music playing from one of my playlists the app is fine but when I’m navigating through the app, looking for new music it always freezes,",negative,relevant,8b
2958,False,pricing,none,premium_user,get a premium service without restrictions,You only have six skips per hour ( which i can live with ) but i used one and it took all of them.,negative,relevant,8b
2980,False,pricing,none,free_user,get a premium service without ads and restrictions,You get ads mid song and it changes your mood and makes you irritated.,negative,relevant,8b
2982,False,pricing,none,free_user,get a premium service without restrictions,it’s gotten so bad that i’ve switched music apps completely.,negative,relevant,8b
2987,False,repetition,none,premium_user,stop repetition in playlists,"the playlist never ends , it keeps playing the same songs over and over again and its getting annoying.",negative,relevant,8b
3009,True,recommendation_quality,discovery_works,unknown,find new music,is how I have found many of my favourite songs,positive,relevant,70b
3014,False,performance_bugs,none,premium_user,use the app without bugs,There seems to be a bug with playlist enhancement feature.,negative,relevant,8b
3020,True,discovery,discovery_works,unknown,find new music and create playlists,can easily find new music,positive,relevant,70b
3027,True,discovery,search_fails,unknown,find new music,hard to find new music unless you already know a title,negative,relevant,70b
3043,False,other,none,unknown,record and play songs,record 10 seconds of any song,positive,relevant,70b
3051,False,ui_ux,none,premium_user,looking for song lyrics,"if I wanted to know about the song I’d look into it myself. It gets tedious, having to look for song lyrics over and over.",negative,relevant,8b
3059,True,discovery,discovery_works,unknown,find new music from artists,found a lot gems from this feature,positive,relevant,70b
3078,False,performance_bugs,none,premium_user,getting music from daily mixes,some features like daily mixes have stopped updating it self,negative,relevant,8b
3080,True,recommendation_quality,none,unknown,get relevant song suggestions,,negative,relevant,70b
3083,False,performance_bugs,none,premium_user,playing music from playlists,it wouldn’t play any of the songs on my playlists when I clicked shuffle,negative,relevant,8b
3086,True,ui_ux,discovery_works,unknown,find new music that suits tastes,constantly find new music that suits you tastes,positive,relevant,70b
3111,False,ui_ux,none,premium_user,picking songs to listen to,Why can’t we just pick the song we want to listen to without skipping over and over and listening to adds,negative,relevant,8b
3114,False,performance_bugs,none,premium_user,playing new songs on shuffle,it only plays the old songs thats I already had,negative,relevant,8b
3132,False,pricing,none,premium_user,getting a premium service,I’m paying for premium and not getting a premium service,negative,relevant,8b
3163,True,discovery,discovery_works,unknown,discover new music and features,"The recommendations, the albums, the radio feature and new music playlists are all just brilliant",positive,relevant,70b
3220,False,ui_ux,none,premium_user,playing music without suggested songs,"It’s a great app it’s just it’s so annoying when I’m trying to play music, it has a suggested song first, leave me alone and let me play the song I want first",negative,relevant,8b
3228,False,performance_bugs,none,premium_user,unlimited skips on daily mix,Bring back unlimited skips on daily mix,negative,relevant,8b
640,False,recommendation_quality,none,premium_user,get better recommendations,Look. It’s hard to find songs I had recalled and recommend songs are sort of bad.,negative,relevant,8b
2866,False,performance_bugs,none,premium_user,use the app without crashing,"Consistent crashing, more than likely due to Smart shuffle.",negative,relevant,8b
2868,False,ads,none,premium_user,listen to music without ads,"The adds man, the adds.",negative,relevant,8b
2875,False,ui_ux,none,premium_user,improve the app's user interface,"On computer, you can change the cover of a playlist. Why can’t you do this on iOS?",neutral,relevant,8b
2879,False,performance_bugs,none,premium_user,use the app without bugs,"So many updates, so many bugs still.",negative,relevant,8b
2885,False,ui_ux,none,premium_user,improve the app's user interface,Nothing is where it should be.,negative,relevant,8b
2891,False,ads,none,premium_user,listen to music without ads,Multiple unskippable 30-second-long ads every few songs,negative,relevant,8b
2907,False,performance_bugs,none,premium_user,use the app without bugs,Glitching.,negative,relevant,8b
2911,False,ads,none,premium_user,listen to music without ads,Ads are too repetitive.,negative,relevant,8b
2912,False,pricing,none,premium_user,get premium to work,Premium not working.,negative,relevant,8b
2913,False,pricing,none,premium_user,get premium to work,Only one thing.... This is the best app! Its amazing!,positive,relevant,8b
2920,False,pricing,none,premium_user,get premium to work,Not worth it if you don't have premium.,negative,relevant,8b
2921,True,recommendation_quality,none,premium_user,discover new songs and albums,it recommends songs,positive,relevant,70b
3230,False,repetition,none,unknown,listen to own music,After all my song are done it bring me on to my suggested songs and I have to wait an hour to skip back to my song,negative,relevant,8b
3235,True,performance_bugs,none,premium_user,play playlists without downloading,Can’t play a playlist with premium without downloading it beforehand,negative,relevant,70b
3251,False,repetition,none,unknown,listen to own music,it always give suggested songs that I really don’t like,negative,relevant,8b
3261,True,ui_ux,discovery_works,unknown,listen to specific songs,I want to listen to 1 song but it auto shuffles,negative,relevant,70b
3263,True,discovery,discovery_works,unknown,discover new music and get updates on artists,Has brand new music and tells u if your artist u follow are coming to your country,positive,relevant,70b
3270,False,repetition,none,unknown,listen to music,"Everyday same suggestions, same songs",negative,relevant,8b
3300,True,repetition,stale_recs,unknown,,sometimes just keeps playing the same song,negative,relevant,70b
3305,False,performance_bugs,none,premium_user,search for music,For a monthly subscription I would expect this app to work flawlessly,negative,relevant,8b
3375,False,repetition,none,unknown,listen to music,recommends the same 5 songs everytime no matter what I’m playing,negative,relevant,8b
3382,True,discovery,discovery_works,unknown,,discovering new music,positive,relevant,70b
3458,False,performance_bugs,none,premium_user,listen to music,It is now regularly stopping playing music,negative,relevant,8b
3460,True,discovery,discovery_works,unknown,,hear new song and expand my taste,positive,relevant,70b
3521,False,performance_bugs,none,power_user,use app without slowdown,"so ridiculously slow, I’ve tried turning off extra features like Canvas and Smart Shuffle, removed downloads, cleared cache, dropped audio and visual quality",negative,relevant,8b
3563,False,recommendation_quality,none,unknown,,What does it always play recommended music instead of my playlist,negative,relevant,8b
3564,True,repetition,stale_recs,unknown,,The ‘shuffle’ is extremely repetitive,negative,relevant,70b
3644,True,other,none,unknown,keep family happy,Easy way to keep family happy,positive,relevant,70b
3666,False,ui_ux,none,unknown,,the shuffle and skip functions have disappeared,negative,relevant,70b
3672,False,other,none,premium_user,listen to music offline,"I travel a lot in and out of signal areas, and remote locations so I appreciate the offline downloads",positive,relevant,70b
3676,False,ui_ux,none,premium_user,sign in without issues,"I’ve used spority for years now without any issues, today I was going to add a new song to one of my playlists",negative,relevant,8b
3680,False,ui_ux,none,premium_user,navigate the app easily,The home page is counter intuitive,neutral,relevant,70b
3687,False,ads,none,free_user,use app without ads,"Too many ads. I hate the huge restrictions the app has, can’t search a single song and play it straight away it’s already recommended songs before the actual one",negative,relevant,8b
3692,True,discovery,stale_recs,free_user,listen to my playlist without suggested songs,it plays a song that’s not even on my playlist!,negative,relevant,70b
3698,True,catalog,none,unknown,play my liked songs,liked songs playlist doesnt work,negative,relevant,70b
3701,False,ui_ux,none,unknown,select music to listen to,Easy to select the exact music that you want to listen to,positive,relevant,70b
3717,True,discovery,discovery_works,free_user,discover new music,The mixes are good. It puts me on to old songs I had forgotten and new songs,positive,relevant,70b
3720,False,performance_bugs,none,premium_user,listen to music,"the music only plays 1 minute of said song, pauses and restarts the song, so i thought it was the playlist so i'd select a song from recently played or liked songs or search a song i haven't listened to and the same thing happens",negative,relevant,8b
3733,False,ads,none,premium_user,listen to music without ads,"Premium, no adverts, all the music ALL the time",positive,relevant,70b
3745,True,discovery,discovery_works,unknown,discover new music,I have been introduced to new music (new to me) much of which has joined my all time favourites,positive,relevant,70b
3778,True,discovery,discovery_works,unknown,discover new music,often discovering great stuff you otherwise might not of heard,positive,relevant,70b
3780,False,ui_ux,none,premium_user,listen to music,"Whatever you did, don’t touch it ever again.",positive,relevant,8b
3782,True,discovery,stale_recs,unknown,get music recommendations that fit my taste,"what more do I have to do, to be served music I like!!",negative,relevant,70b
3784,False,performance_bugs,none,premium_user,listen to music,Recently I have found that it’s been deleting songs I liste to on  a daily basis.,negative,relevant,8b
3798,False,performance_bugs,none,unknown,listen to music,App Crashing. I have reset my phone and done almost everything which I searched up and compared it to other apps (which all work fine) but your app continues to crash over and over within seconds of opening it,negative,relevant,8b
3799,True,discovery,discovery_works,unknown,discover new music,Stoked to discover new groups that I have not heard of,positive,relevant,70b
3809,True,ui_ux,none,unknown,,"Great range, love the discover weekly!",positive,relevant,70b
3813,False,performance_bugs,none,premium_user,fix playback issues,"the app was always really good apart from too many ads, but recently, it keeps stopping everything between each song.",negative,relevant,8b
3817,True,discovery,none,unknown,find new songs,Whenever I want to listen to something of my own taste but not my playlist I can’t find any songs that I like,negative,relevant,70b
3826,False,ads,none,premium_user,reduce ads,Stop spamming my home screen with podcasts I don’t want to listen too.,negative,relevant,8b
3829,True,discovery,discovery_works,unknown,study music,love the way it’s constantly playing a new song that u like,positive,relevant,70b
3836,True,ui_ux,none,unknown,,The best app I’ve found to help me find music and discover new songs,positive,relevant,70b
3858,False,performance_bugs,none,premium_user,fix playback issues,"Whenever I play a playlist on random, there’s always seems to be a problem when two same songs played every time",negative,relevant,8b
3868,True,discovery,discovery_works,unknown,find new artists,I’ve found so many new artists it’s amazing,positive,relevant,70b
3870,False,repetition,stale_recs,premium_user,fix playlist issues,the playlist gets to a certain point and then starts duplicating the previous songs even when removed,negative,relevant,8b
3907,False,ui_ux,none,unknown,,On mobile you can’t select what song you want to play,negative,relevant,70b
3909,False,ui_ux,none,unknown,,Can you please make it so new songs are put to the top of your playlist,neutral,relevant,70b
3924,True,performance_bugs,none,unknown,,I enjoy the algorithm for recommendations wholeheartedly,positive,relevant,70b
3928,False,performance_bugs,none,premium_user,fix playback issues,The app keeps updating the same songs every day,negative,relevant,8b
3941,False,ui_ux,none,unknown,,"the worst suggestions ever. But really, whoever comes up with the suggestions' algorithm should be fired. They're not even close to anything. Let's forget about AI, not even machine learning: The suggestions don't even have a basic algorithm to search similar genres/artists.",negative,relevant,8b
3948,True,recommendation_quality,none,unknown,,Love the recommended songs for you,positive,relevant,70b
3949,True,recommendation_quality,stale_recs,unknown,remove unwanted songs,I keep on getting these F.N.A.F suggestions and I don't like that music,negative,relevant,70b
3955,False,performance_bugs,none,unknown,,frequent improvements throughout the years,positive,relevant,70b
3967,True,recommendation_quality,stale_recs,unknown,get recommended music without blocked artists,Recommends me blocked artists,negative,relevant,70b
4027,False,performance_bugs,none,premium_user,using the app,Unimpressed with the loss of features since UI update. Am probably going to switch back to non-premium/ find a new music streaming service.,negative,relevant,8b
4031,True,other,discovery_works,niche_taste,find music to support artists,I use this to find music I like,neutral,relevant,70b
4034,True,recommendation_quality,discovery_works,premium_user,discover new music,algorithm matches your likes and suggests new influences,positive,relevant,70b
4062,True,recommendation_quality,discovery_works,unknown,find new music,their algorithm finds the best songs,positive,relevant,70b
4069,False,ui_ux,none,premium_user,,Easy to navigate and plenty of choices,positive,relevant,70b
4070,False,performance_bugs,none,unknown,shuffling songs,Shuffle. Shuffle repeats the same selection of songs without playing a wider range of songs.,negative,relevant,8b
4071,False,ui_ux,none,unknown,using the app,Autoplay? Really? On the home page? Please go back to the way it was.,negative,relevant,8b
4075,True,catalog,discovery_works,free_user,listen to new music,they have new music all the time,positive,relevant,70b
4078,True,other,discovery_works,unknown,discover new music without explicit lyrics,I have found some great new music via this app,positive,relevant,70b
4085,False,pricing,none,premium_user,,I pay $15 a month,positive,relevant,70b
4120,False,performance_bugs,none,premium_user,listen to music,Shuffle issues. Great app for the most part.,neutral,relevant,8b
4143,False,repetition,stale_recs,premium_user,listen to music,Don’t like the repetition of 10 percent of the downloads,negative,relevant,8b
4147,False,ui_ux,none,premium_user,create playlists,I don’t like that they add songs when you don’t add enough songs to a new playlist,negative,relevant,8b
4148,False,recommendation_quality,none,free_user,listen to music,"Worst song suggestions ever, always thought I like most music but I never heard so much music I didn’t like from the first few seconds",negative,relevant,8b
4218,False,performance_bugs,none,premium_user,listen to music,After subscription suggestions and algorithm stopped working,negative,relevant,8b
4251,False,ads,none,free_user,listen to music,it only lets to do 6 skips Mtlb kuch bhi bhai and then which songs don’t like the same song it plays for no reason and too much too much of ads,negative,relevant,8b
4264,False,recommendation_quality,none,unknown,listen to music,Selection of songs very bad especially play lists.the algorithm of selection very bad,negative,relevant,8b
4330,False,ads,none,unknown,listen to music,"Repetitive ads. Pls stop ai will eat jobs ad by raj shamani, it’s so annoying",negative,relevant,8b
4336,True,other,none,unknown,,unmatched discovery features,neutral,relevant,70b
4390,False,recommendation_quality,none,power_user,,"Honestly one of the best apps for music listening, and I am saying this after using this app for more than 8 years.",positive,relevant,8b
4500,False,performance_bugs,none,free_user,,Playlist sync is so buggy and confusing.,negative,relevant,8b
4508,False,performance_bugs,none,premium_user,,"the controls stop responding suddenly the music cover doesn't load and if a song was already playing it wont stop or change using the controls neither can i click on any other song, the playlists or albums stop loading",negative,relevant,8b
4514,False,pricing,none,free_user,,The app is asking subscription if we want to listen any paragraph of the song and I thing this so terrible,negative,relevant,8b
4519,True,recommendation_quality,none,premium_user,get music suggestions,Love the algorithm to suggest,positive,relevant,70b
4521,False,ui_ux,none,free_user,,The thing i like the most about this app is its user experience.,positive,relevant,8b
4522,False,ui_ux,none,unknown,,Admire the thoughtfulness of the app,positive,relevant,70b
4525,False,ui_ux,none,premium_user,,"the principles would be ease of •use, •realizing my intention, •discovery of useful features",neutral,relevant,8b
4528,False,pricing,none,free_user,,It has become very inconvenient as the songs cannot be played in an organized sequence and cannot be repeated either,negative,relevant,8b
4534,True,discovery,discovery_works,power_user,discover new music,ability to just get your tastes and help you go deep into discovery,positive,relevant,70b
4570,False,ads,none,free_user,,,negative,relevant,8b
4587,False,repetition,stale_recs,premium_user,,"shuffle options, still lets me hear the same song 10 times in the first 50 tracks of a 2500 track playlist",negative,relevant,8b
4590,False,performance_bugs,none,unknown,,Today the app is 100% broken. Their support is insane. A different person answers each message and all they do is ask questions on repeat with absolutely no resolution.,negative,relevant,8b
4594,True,discovery,stale_recs,unknown,improve Discover Weekly,could be a little more proactive in the discover weekly,negative,relevant,70b
4676,True,recommendation_quality,stale_recs,premium_user,get relevant song suggestions,the Indian songs are mixing into my language songs randomly,negative,relevant,70b
4720,False,performance_bugs,none,unknown,shuffle songs,"I have grown quite annoyed that the ""shuffle"" feature has turned into a Playlist feature. when I want the songs to shuffle, I want them ALL shuffled. Not just put into a certain order everytime I tap on a new song",negative,relevant,8b
4728,True,discovery,discovery_works,power_user,discover new music,Discover Weekly is elite,positive,relevant,70b
4798,True,recommendation_quality,none,premium_user,get music recommendations,it knows the best recommended songs to follow up,positive,relevant,70b
4825,False,repetition,none,unknown,hear varied songs,you play the same songs on playlist over and over again,negative,relevant,70b
4856,True,discovery,discovery_works,unknown,discover new artists,helps me discover new artists,positive,relevant,70b
4875,True,discovery,none,unknown,,produce music you never could dream of,positive,relevant,70b
4889,False,ui_ux,none,unknown,listen to music,"Update widget on home screen.. okay, now it says is offline and doesn't just autoplay my downloaded music when I start driving. Why do you need internet to run the dumb widget in the first place",negative,relevant,8b
4898,False,ads,none,unknown,listen to music,"Awful. I don't mind ads, but enough with the recommended songs!",negative,relevant,8b
4903,False,ui_ux,none,unknown,,,negative,relevant,8b
4913,False,performance_bugs,none,premium_user,listen to music without bugs,once play queue is done its supposed to continue with recommended songs or my playlist but stops altogether. only 1 song stays in queue even if i added multiple. QUEUE ISSUE STILL THERE.,negative,relevant,8b
4952,False,performance_bugs,none,premium_user,listen to music without interruptions,"every time I want to play a game, my music stops and Spotify decides to restart my entire song",negative,relevant,8b
4954,False,ui_ux,none,unknown,,Better UX,neutral,relevant,70b
4961,False,ads,none,free_user,listen to music without ads,I get 4 ads and once I'm done I switch to a new song and get another stupid ad,negative,relevant,8b
4976,False,performance_bugs,none,unknown,listen to music without bugs,"The app keeps glitching out. After about 2-3 days it will randomly get stuck on a song, and play ONLY that song on repeat",negative,relevant,8b
4978,True,repetition,stale_recs,power_user,discover new and indie artists,drive me to new and indie artists,negative,relevant,70b
4980,False,ui_ux,none,premium_user,listen to music without interruptions,Don't randomly turn it on once a week thinking we're too stupid to notice,negative,relevant,8b
4992,False,performance_bugs,none,premium_user,listen to music without bugs,Recommendation algorithm not matching my music preferences,negative,relevant,8b
5039,False,performance_bugs,none,unknown,enjoy music,can't enjoy music because of it,negative,relevant,70b
5083,False,performance_bugs,none,unknown,listen to music without bugs,The algorithm for searching things up and for shuffle is horrible,negative,relevant,8b
5124,False,ads,none,unknown,listen to music without ads,repetitive ads after every 2 songs seems kinda underwhelming,negative,relevant,8b
5133,False,ui_ux,none,unknown,listen to music without bugs,"Shuffle, you get the same pattern over and over",negative,relevant,8b
5137,True,recommendation_quality,none,power_user,discover new songs,Easy to discover new songs,positive,relevant,70b
5167,True,discovery,discovery_works,premium_user,get new music,You get new music fast,positive,relevant,70b
5207,False,repetition,none,premium_user,listen to albums in order,I can't listen to albums in order without paying,negative,relevant,8b
5251,False,repetition,none,premium_user,listen to eclectic music,All I hear are the same selection of songs,negative,relevant,8b
5312,False,catalog,none,unknown,,you can get 99.9% of any of your old and new music,positive,relevant,70b
5348,False,ads,none,free_user,listen to music without ads,too many ads on free tier,negative,relevant,70b
5376,False,ui_ux,none,unknown,add a song or look at song details,simply just trying to add a song or look at song details is a 40 step process,negative,relevant,8b
5426,True,discovery,overwhelmed,unknown,discover new songs,it's quite overwhelming to discover new songs,negative,relevant,70b
5434,False,performance_bugs,none,premium_user,filter out ai produced content,There is no way to filter out ai produced content,negative,relevant,8b
5465,False,pricing,none,unknown,,not charged,positive,relevant,70b
5475,True,discovery,discovery_works,premium_user,get new music suggestions,new music suggestions weekly,positive,relevant,70b
5476,True,discovery,discovery_works,premium_user,hear new songs,best AI playlist shuffle so you can hear new songs,positive,relevant,70b
5491,True,discovery,discovery_works,premium_user,discover new music,My Daily Mixes and Discovery Weekly are so spot-on,positive,relevant,70b
5547,False,pricing,none,free_user,listen to music,"With limited skips, you really are just at the mercy of whatever the algorithm wants to serve you.",negative,relevant,8b
5551,True,discovery,discovery_works,unknown,find new songs,finding new songs to like,positive,relevant,70b
5573,False,repetition,stale_recs,unknown,listen to music,it keeps playing the same songs on my list after I hear them once and it doesn't always play the whole list at time,negative,relevant,8b
5585,False,pricing,none,unknown,listen to music,The price keeps going up even though the quality remains the same.,negative,relevant,8b
5606,False,pricing,none,premium_user,listen to music,"The free version just contains a TON of advertisements and only allows you 6 skips an hour, whilst also recommending you songs, so if you get a random song you dislike, you can't skip it.",negative,relevant,8b
5641,True,performance_bugs,none,free_user,listen to music without interruptions,a little much adds,neutral,relevant,70b
5661,False,performance_bugs,none,premium_user,listen to music,"Paying for this app to act a mess on a daily basis. Freezes all the time, I delete artists and tracks from playing, it states it won't refer them again for 30 days and the next song is the same artist and the same song.",negative,relevant,8b
5676,True,catalog,none,unknown,find music and podcasts,100M+ songs and 5M+ podcasts,positive,relevant,70b
5714,False,repetition,stale_recs,premium_user,listen to music,I canceled my premium subscription because the app only played the same 10 songs over and over again out of almost 2000 that were in my favorite Playlist.,negative,relevant,8b
5725,True,discovery,discovery_works,unknown,discover new music,lovely algorithm,positive,relevant,70b
5739,False,repetition,stale_recs,unknown,listen to music,Spotify is so boring recently playing the same songs over and over especially DJ i can't find any way to fix this,negative,relevant,8b
5777,False,performance_bugs,none,premium_user,,Spotify will not stop autoplaying on car or other Bluetooth. deleting as this is major annoyance and appears to be no way to disable.,negative,relevant,8b
5779,False,ads,none,free_user,listen to music without interruptions,all those ads,neutral,relevant,70b
5781,False,catalog,none,unknown,find old and new songs,old and new songs,positive,relevant,70b
5805,True,repetition,stale_recs,premium_user,hear a varied playlist,hearing the same songs on loop,negative,relevant,70b
5806,False,ads,none,free_user,,Stop acting good stop recommending music for people am searching a song I press play it's bring stupidity other songs,negative,relevant,8b
5813,True,recommendation_quality,none,unknown,get music that I like,bot tunes,negative,relevant,70b
5833,True,performance_bugs,stale_recs,unknown,listen to varied music,same song playing 3 times in a row,neutral,relevant,70b
5867,True,discovery,discovery_works,unknown,find new music,finding new music is effortless,positive,relevant,70b
5871,False,pricing,none,free_user,,if you don't have premium you have absolutely no control over the app you can't even choose the songs you want to listen,negative,relevant,8b
5940,True,repetition,stale_recs,unknown,listen to music without annoyance,it makes me like to some wrack music rather songs,negative,relevant,70b
5945,True,discovery,discovery_works,unknown,stream new music,I can stream every new song after it's release,positive,relevant,70b
5966,False,performance_bugs,none,premium_user,,"half the features dont work, I have playlist with over 5k songs and shuffle will play the exact same order no matter what i do",negative,relevant,8b
6055,False,ads,none,unknown,none,"In other words, are these Spotify streams converting back into real fans (community and especially ticket-buying fans)?",neutral,relevant,8b
6058,False,ads,none,premium_user,more streams and fans in USA,Should I put more money into the ad when its performing well even if its Mexico and Brazil?,neutral,relevant,8b
6061,False,pricing,none,premium_user,get below 0.30 CAD per conversion,"I often sit around 0.20, and strong campaigns can even go down to about 0.10.",positive,relevant,8b
6064,False,ads,none,premium_user,trigger the algorithm,"would it be worth pumping more into the ad and spending more short term to trigger the algorithm, then cutting it sooner?",neutral,relevant,8b
6065,True,other,none,unknown,find new music on YouTube,what you think about YouTube music promotion channels for finding new music,neutral,relevant,70b
6069,True,other,none,premium_user,evaluate music discovery,,neutral,relevant,70b
6072,True,discovery,discovery_works,unknown,discover new music,Spotify is the largest streaming platform for music,positive,relevant,70b
6077,False,ads,none,premium_user,trigger the algorithm,"My gut tells me that if it's working, you should scale & spend more now instead of waiting.",neutral,relevant,8b
6079,True,discovery,discovery_works,unknown,evaluate music discovery,that massive chunk that's Radio from the algorithm is totally discovery,positive,relevant,70b
6092,True,discovery,discovery_works,unknown,discover new artists,I still discover great artist via Spotify,positive,relevant,70b
